,-1,1,neg_over_pos,pos_over_neg
-,0.000480245885894,0.000316585937253,1.51695267977,0.659216344277
--,0.00368188512518,0.00433722734036,0.848902959483,1.17799094564
--with,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
-doing-it-for,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
-greaseballs,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
-inevitable,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
a-knocking,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
a-team,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
aaliyah,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
aan,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
abbas,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abbass,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abbreviated,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
abc,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
abel,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
aberration,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abhorrent,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
abilities,9.60491771787e-05,6.33171874505e-05,1.51695267977,0.659216344277
ability,6.40327847858e-05,0.000221610156077,0.288943367576,3.46088580745
able,0.000128065569572,0.000158292968626,0.809041429212,1.23603064552
ably,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abomination,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
aborbing,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
above-average,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abrams,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
abridged,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
absence,6.40327847858e-05,9.49757811758e-05,0.67420119101,1.48323677462
absent,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
absolute,9.60491771787e-05,9.49757811758e-05,1.01130178651,0.988824516415
absolutely,0.000128065569572,0.000189951562352,0.67420119101,1.48323677462
absorbing,6.40327847858e-05,0.000379903124703,0.168550297752,5.93294709849
absorbs,6.40327847858e-05,6.33171874505e-05,1.01130178651,0.988824516415
abstract,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
absurd,9.60491771787e-05,9.49757811758e-05,1.01130178651,0.988824516415
absurdist,6.40327847858e-05,0.000189951562352,0.337100595505,2.96647354924
absurdities,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
absurdity,0.000128065569572,9.49757811758e-05,1.34840238202,0.741618387311
absurdly,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
abundance,6.40327847858e-05,6.33171874505e-05,1.01130178651,0.988824516415
abundantly,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
aburrido,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
abuse,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abusers,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
abuses,3.20163923929e-05,9.49757811758e-05,0.337100595505,2.96647354924
academic,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
academy,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
accelerated,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
accent,6.40327847858e-05,6.33171874505e-05,1.01130178651,0.988824516415
accents,0.000128065569572,6.33171874505e-05,2.02260357303,0.494412258207
accept,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
acceptable,9.60491771787e-05,6.33171874505e-05,1.51695267977,0.659216344277
acceptance,3.20163923929e-05,9.49757811758e-05,0.337100595505,2.96647354924
accepts,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
accessible,9.60491771787e-05,0.000221610156077,0.433415051363,2.30725720497
accidental,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
acclaim,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
acclaimed,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
accompanies,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
accompany,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
accompanying,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
accomplished,6.40327847858e-05,0.000221610156077,0.288943367576,3.46088580745
accomplishes,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
accomplishment,3.20163923929e-05,9.49757811758e-05,0.337100595505,2.96647354924
according,9.60491771787e-05,3.16585937253e-05,3.03390535954,0.329608172138
accorsi,3.20163923929e-05,6.33171874505e-05,0.505650893257,1.97764903283
account,6.40327847858e-05,0.000189951562352,0.337100595505,2.96647354924
accumulate,6.40327847858e-05,3.16585937253e-05,2.02260357303,0.494412258207
